15.4,0
15,0
13.5,0
14.1,0
16,0
14.3,0
15.9,0
11.4,0
12.2,0
13.5,0
16.3,0
15.2,0
13.7,0
15,0
13.7,0
15,0
9.2,0
14.2,0
14.4,0
16.6,0
13.4,0
12,0
9.2,0
11.7,0
17.3,0
16.4,0
15.2,0
15.5,0
16.3,0
14.2,0
16.4,0
13.9,0
12.4,0
15.2,0
16.3,0
16.3,0
17.6,0
15.6,0
15.3,0
15.1,0
15.4,0
15.9,0
17.2,0
16.9,0
16.4,0
16.4,0
15.7,0
16.3,0
19,0
14.5,0
8.6,0
16.6,0
16,0
12.8,0
14.5,0
12.7,0
11.3,0
11,0
9,0
8.9,0
8.4,0
9.8,0
10.6,0
13.5,0
15.1,0
12.6,0
12.2,0
10.9,0
12.2,0
10,0
8.1,0
7.6,0
10.9,0
13.3,0
14,0
11.5,0
9.6,0
10.3,0
9,0
10.5,0
14.1,0
10.6,0
11.4,0
10.9,0
8.9,0
11.1,0
11.1,0
9.7,0
9.9,0
12.8,0
13.2,0
16.5,0
11.1,0
10.8,0
12.4,0
12.7,0
10.6,0
10.6,0
13.2,14
13.9,18
13.4,12
10.4,0
10.3,0
11.1,0
10.8,0
11.6,0
9.3,0
13.1,1
8,0
11.4,0
13.2,0
14.2,1
12.4,13
8.4,0
13.1,29
9,2
9.1,0
10.2,0
9.6,0
11.2,4
7.7,0
5.5,29
7.8,0
4.5,0
7.5,1
9.7,4
10.4,0
9.5,0
5.1,18
10.6,5
11.8,56
11.4,11
6.7,0
9.3,6
11.8,26
9.6,26
12.4,45
10.4,23
12.5,19
6,0
6.8,0
6.7,0
6.8,0
6.5,0
10.6,1
5.4,0
6.2,0
5.8,0
5.8,0
6.6,6
8.9,32
7.7,0
4.1,18
8.5,1
7.4,22
7.9,0
8.9,3
6.6,5
6.5,3
6.6,55
8.6,10
6.1,0
6.3,4
7.1,12
5.4,1
6.9,9
5.8,0
5.3,0
4,0
4.8,20
7.3,28
6,13
3.3,5
4.3,2
5.5,83
4.1,1
6.1,0
4.6,0
7.2,0
4.4,90
4.7,37
5.6,1
4.2,0
3.2,5
4,11
5.2,8
5,0
5.5,2
5.1,1
5.4,2
6,2
5.1,1
5.6,1
6.6,1
5.3,0
7.3,30
5.7,16
2.3,8
5.8,14
6.7,0
8.3,55
10.6,4
5.3,0
8.5,43
5.2,16
4.3,1
5.1,2
7.2,4
5.8,0
7.8,3
7.2,8
4.5,8
6.4,10
6.7,0
5.3,0
7.2,0
7,0
7.2,0
6.9,0
6.3,31
6,7
5.7,0
5.9,0
5.4,0
5.1,0
6.9,9
9,8
9.6,18
7.6,5
7,0
7.3,0
7.4,0
8.5,0
7.9,0
8.5,0
6.1,0
7.2,4
8.1,0
8.2,0
8.1,0
8,0
9.1,0
9.8,0
9.9,0
10.3,0
10.2,0
4.6,2
6.1,6
6.1,0
7.7,0
9.3,0
9.5,0
11.9,0
10.7,0
12,0
10,0
10.4,0
10.3,0
10.7,0
11.2,0
3.9,0
6.3,10
5.2,0
7.5,2
5.6,1
8.9,0
9.8,0
9.5,0
11.4,0
13.1,0
14.2,0
15.9,0
14.5,0
14.3,0
12.4,0
14.5,0
15.4,0
13.5,0
14.9,0
13.8,0
13.5,0
14.6,0
12.3,0
14.2,0
11.4,0
13.7,0
14.5,0
14.6,0
13,0
13.2,0
14.8,0
15.1,0
13.3,0
14.5,0
14.3,0
15.3,0
12.8,0
11.4,0
12.5,0
14.2,0
14.6,0
13.4,0
14.2,0
14.3,0
17.1,0
16.8,0
13.8,0
13.1,0
14.1,0
13.5,0
15.2,0
14.6,0
15.3,0
17.7,0
16.2,0
12.7,0
12.3,0
15.1,0
17.2,0
17.4,0
16.9,0
17,0
8.6,0
9.9,0
14.6,0
16,0
14.9,0
16.3,0
16,0
16.7,0
18.1,0
14.4,0
13,3
5.4,2
12.9,9
13,0
15,0
14.1,0
15.9,0
17.2,0
16.6,0
16.8,0
17,0
16.9,0
16.6,0
16.3,0
16.1,0
14.4,0
12.7,0
12.7,0
16.4,0
16.1,0
15.7,0
17,0
16.8,0
11.6,0
13.3,0
12.5,0
9.8,0
11.7,0
16.4,0
18.5,0
16.7,0
16.8,0
13.7,0
14.1,0
13.6,0
11.8,0
13.5,0
14.5,0
14.4,0
18.5,0
17.4,0
17.5,0
18.7,0
19.3,0
20.6,0
19.7,0
20.8,0
20.1,0
18.9,0
18.5,0
14.4,0
14.1,0
13.2,0
17.1,0
18.6,0
20.1,0
16.8,0
16.3,0
17,0
16.2,0
14.9,0
12.8,0
11.6,0
13.7,0
14.7,0
13.5,0
13.8,0
14,0
10.9,0
11,0
9.2,0
12,0
12.6,0
11.1,0
12.7,22
10.7,17
11,28
10.5,4
11.4,12
7.6,0
7.8,0
12.5,0
8.8,0
9.2,0
8.8,0
8.6,0
7.4,0
10.8,0
9.7,0
10,0
10.5,0
9.7,0
9.7,0
10.2,0
9.4,0
9.4,0
8.9,0
9.7,3
8.5,45
9.1,1
10.3,18
9.6,0
9,0
10.2,0
10.9,0
8.6,0
8,0
8.4,0
8.4,0
9.3,0
8.7,0
8.7,0
14.7,28
10.1,0
10.3,1
10,0
9.3,9
6.2,34
7,3
7.5,13
7,20
7,2
10.2,29
6.2,0
6.8,1
6.6,0
2.5,0
5.3,1
5.7,6
3.9,53
5.5,58
7.7,4
2.6,33
5.7,48
6.5,2
4.8,17
4.3,17
4.6,116
7.1,1
5.3,5
6.1,0
5.4,1
9.7,71
3.6,5
5,6
5.2,0
4.6,1
5.9,10
5.6,3
4.5,11
7.5,6
2.2,45
3,147
1.4,108
7,17
5.5,0
5.9,0
5.2,1
3.5,24
5.7,1
6.2,4
6.5,0
5.2,0
4.1,0
4.9,1
4.4,11
4.8,2
4.7,4
3.1,1
5,24
5.5,4
4.9,87
5.1,14
5,3
4.7,2
5.4,1
4.8,0
4.6,0
5,5
6.8,1
4.4,5
5.9,24
4.4,0
5,0
2.6,0
4.7,68
5.8,58
5.2,0
5.3,0
5.7,0
4.8,0
4.9,2
4.7,0
5.1,1
5.5,1
5.1,0
3.1,0
5.8,3
3.2,3
4.9,28
4.5,0
3.1,9
5.2,121
4.2,1
4.7,3
4.3,5
6,5
5.1,3
5,42
6.7,47
6.5,51
1.3,13
6.4,13
6.2,11
5.4,8
5.7,6
3.2,0
6.2,5
6.6,51
5.4,1
5.9,0
7.6,20
6.2,9
5.5,1
5.6,6
4.7,0
3.7,0
6,59
4,0
5.3,10
6.1,3
1.4,0
4.1,1
5.7,6
4.6,6
5.2,4
5.2,3
6.5,14
6.3,0
7.1,0
5.3,0
6.8,24
7.5,0
4.7,1
7.4,0
5.4,0
6.3,0
5.7,0
5.1,0
6.9,1
7.3,8
7.3,0
4.6,22
6.5,18
3.1,14
4.3,39
6.9,2
7.2,0
3.3,1
7.6,0
7.1,4
7.9,0
6.8,0
9.3,0
9.9,0
11.3,0
7.7,0
10.3,0
9.8,0
9.9,0
10.7,0
10.4,0
6.1,0
2.8,1
0.7,63
4.6,45
6.8,0
9.1,0
11.4,0
10.8,0
9.1,0
8.7,0
7.1,0
9.9,0
12.2,0
10.7,0
12.1,0
12.1,0
11.8,0
11.8,0
11.2,0
10.8,0
11.3,0
11.5,0
12.5,0
12,0
13,0
12.9,0
12.5,0
12.4,0
12,0
12.8,0
12.7,0
13.5,0
14.1,0
14.3,0
13.7,0
13.2,0
13.8,0
13.2,0
13,0
13.1,0
13.2,0
12.6,0
12.7,0
13.1,0
8.3,0
15.9,0
15.5,0
14.8,0
14.2,0
12.2,0
15,0
14.6,0
16.2,0
15.4,0
14.8,0
8.8,0
8,0
11.2,0
12.9,0
14.3,0
14,0
14.4,0
13.5,0
14.3,0
14.8,0
8,3
7.7,6
10,1
13.3,0
16.2,0
14.7,0
14.9,0
16.1,0
15.6,0
15.2,0
15.6,0
14.9,0
15.6,0
15.3,0
14.8,0
15,0
15.4,0
14.4,0
14.7,0
15.2,0
9.8,0
8,0
12.6,0
9.4,0
13,0
14,0
12.9,0
13.6,0
13.9,0
11.1,0
14.7,0
16.3,0
15.9,0
14.7,0
10.8,0
12.9,0
15.6,0
16.3,0
7,0
13.5,0
16.3,0
17.1,0
18.5,0
19.3,0
10.8,0
14.8,0
15.8,0
17.4,0
17.3,0
18.6,0
18.9,0
17.9,0
18.1,0
18.3,0
19,0
18.3,0
18.3,0
17.6,0
17.3,0
20,0
18.9,0
15.8,0
12.3,0
12.4,0
5.7,0
17.1,0
16.1,0
19.1,0
17,0
17.7,0
18.7,0
18,0
18,0
17.8,0
17.1,0
15.6,0
14.6,0
13.6,0
12.6,0
11.4,0
9.8,0
8.8,0
8.9,0
10.4,0
10.1,0
10.6,0
10.3,0
8.3,0
11.3,0
11.4,0
11.9,0
7.6,0
9.8,0
10.6,0
7.6,0
11.9,0
12.1,0
11.2,0
13.5,0
13,0
12.6,0
10.3,0
11.8,6
12.1,9
8.8,5
12.7,0
9,0
11.1,1
12.8,0
16.4,0
14.5,0
12.3,0
10.5,0
8.6,1
13.2,1
12.2,9
13.2,0
11.3,0
11.6,22
3.2,0
12.9,54
11.9,38
8.2,22
12.3,1
9.6,0
8.4,0
6.6,0
7.5,0
12.2,1
7.5,0
7.9,0
6.2,0
9.5,0
10.2,4
7.6,0
8.5,0
8.9,0
6.2,0
2.9,6
4,32
8,14
5.9,0
6.4,1
6.3,1
8.7,1
8.9,1
9.9,8
8.4,4
6.2,0
9.3,2
3.6,5
5.5,1
8.3,7
3.7,11
3.5,0
8.1,5
6.5,0
2.2,0
5.4,0
7.9,115
5.5,1
5.4,1
3.8,4
6.3,4
6,5
7.2,20
5.6,19
6.5,18
6.1,0
5.2,0
5.3,2
6.1,0
5.3,0
5.7,18
3.9,3
4.5,5
5.3,20
5.3,1
5.9,93
5.2,2
5.1,14
6.7,14
5.2,1
5.8,1
5.2,0
5.9,0
5.2,1
4.8,10
6.5,52
2,1
4.4,5
2.1,42
5.1,26
5.8,94
4.2,14
5.1,1
5.2,8
4.7,0
3.5,0
3,0
8.5,21
6.8,5
4.9,1
2.2,35
5.9,35
5.1,0
5.6,2
5,0
4,0
5.2,3
5.3,6
3.5,0
5.2,15
4.3,1
4.8,9
4.1,1
6.6,1
4.7,1
4.8,8
3.4,20
3.8,96
5.1,7
5.3,10
7,1
6.7,1
5.9,24
3.5,24
4.9,3
5.7,3
4.8,0
5.6,1
5,0
6.1,8
5.6,2
5,0
5.7,0
5.8,0
5.4,3
6.4,1
6.2,3
6.1,10
5.6,3
5.7,5
7.4,2
5.9,4
5.7,1
5.6,19
5.7,19
4.9,6
4.3,7
6.3,10
4.9,0
6.3,3
5,10
4.3,19
4.9,0
7.5,0
6.5,0
6.2,0
6.5,0
6.9,0
7.7,24
6,0
7,0
7.5,0
6.8,0
8.4,0
3.8,0
4.1,1
6.8,7
6.9,0
7.5,0
7.3,0
6.8,0
8.8,24
9,0
7.3,4
6.3,2
7.3,2
7.3,0
6.7,0
6.7,0
7.6,0
6.9,0
8.1,0
9.2,0
6.4,0
6.5,7
3.3,0
3,20
5.3,4
7.6,0
5,0
6.3,0
8.6,0
11.9,0
10.1,0
11.2,0
11.6,0
13,0
11.6,0
11.3,0
7.3,0
1.5,17
5,38
2.3,44
7.9,0
6.6,0
9,0
9.4,0
10,0
9.8,0
9.8,0
9.8,0
13.7,0
10.6,0
11.1,0
12,0
11.9,0
9.8,0
8.6,0
10.2,0
10.3,0
11.1,0
11.5,0
10.2,0
9.7,0
11.5,0
11.5,0
12.5,0
13.2,0
13.4,0
12.5,0
11.8,0
13.1,0
13.2,0
13.3,0
11.8,0
12.4,0
12.5,0
14.4,0
13.8,0
13,0
12.4,0
13.2,0
12.4,0
14.2,0
13.4,0
14.1,0
14.9,0
13.1,0
12.1,0
16.4,0
15.2,0
15.4,0
14,0
13.4,0
14.6,0
9.8,0
13.1,0
15.3,0
14.5,0
15.1,0
15.6,0
14.8,0
14.6,0
15.4,0
15,0
13.7,0
12.3,0
13.8,0
14.8,0
16,0
15.2,0
16.5,0
14.7,0
16.6,0
11.9,0
14.8,0
12.8,0
16.3,0
16.9,0
17.3,0
16.7,0
15.7,0
9.8,0
7.3,9
10.8,3
14.4,0
14.4,0
11,0
7.5,4
9.1,1
14,0
15.7,0
17,0
17.3,0
16.8,0
16.4,0
16.5,0
16.7,0
16.9,0
16.8,0
17.3,0
17,0
14.4,0
18.8,0
19.6,0
18.8,0
19.2,0
18.7,0
19.1,0
19,0
19.1,0
18.9,0
18.6,0
17.7,0
15.3,0
18.2,0
19.3,0
16.3,0
10.4,0
9.9,0
9.8,2
14,48
10.2,49
11.3,24
12.3,16
11.7,23
8.3,0
12.4,0
8.2,0
10,0
10.9,2
12.3,0
14.2,0
13.8,0
9.5,0
11.1,1
11.2,0
15.3,0
16.7,0
15.1,0
16.8,0
12.9,0
11.1,0
9,24
10.9,24
11.7,0
7.2,0
10.8,13
9.9,1
8.6,0
9.3,0
9.6,0
10.6,0
9.7,0
12.3,0
12.3,0
13,0
17.9,0
18.3,0
18.2,0
17.7,0
14.5,0
11.9,0
12,0
10.1,0
12.6,13
12.7,1
10.6,17
6.6,1
8,49
9,8
6.7,8
6.8,0
7.5,0
5.4,0
6.7,0
5.6,0
6.5,0
2.9,0
7.9,2
7.9,8
8.1,0
